timestamp,4132202a,4132202b,4096834a,4096834b,4143990a,4143990b,4096838a,4096838b,4096906a,4096906b,4161262a,4161262b,4096842a,4096842b,4096846a,4096846b,4133374a,4133374b,4096850a,4096850b,4096854a,4096854b,4144010a,4144010b,4166510a,4166510b,4144030a,4144030b,4096862a,4096862b,4177252a,4177252b,4096938a,4096938b,4144034a,4144034b,4096870a,4096870b,4096998a,4096998b,4096930a,4096930b,4096878a,4096878b,4096882a,4096882b,4096886a,4096886b,4096890a,4096890b,4143982a,4143982b,4143974a,4143974b,4096898a,4096898b,4097058a,4097058b,4096934a,4096934b,4096830a,4096830b
1469727461,1,18,2,19,3,20,5,22,7,24,8,25,8,25,9,26,10,27,11,28,12,29,13,30,1,15,1,15,1,17,2,17,2,17,3,18,3,19,4,19,5,20,5,21,7,23,1,9,2,11,4,12,5,14,6,14,7,16,8,17,8,17
1469727471,1,18,2,19,3,20,5,22,6,24,7,25,8,25,9,26,10,27,11,28,12,29,13,30,1,15,1,15,1,16,2,17,2,17,3,18,3,18,4,19,5,20,5,21,7,22,1,9,2,10,4,12,5,13,6,14,7,16,8,17,8,17
1469727481,1,18,2,19,3,20,5,22,7,24,8,25,8,25,9,26,10,27,11,28,12,29,13,30,1,15,1,15,1,16,1,17,2,17,2,18,3,18,4,19,4,20,5,21,7,23,1,9,2,10,4,12,5,13,6,14,7,16,8,16,8,17
1469727491,1,18,2,19,3,20,5,22,6,24,7,24,8,25,9,26,10,27,11,28,12,29,13,30,1,15,1,15,1,16,2,17,2,17,3,18,3,18,4,19,5,20,5,21,7,22,1,9,2,11,3,12,5,14,5,14,7,16,8,17,8,17
1469727501,1,18,2,19,3,20,5,22,6,23,7,24,8,25,9,26,10,27,11,28,11,29,12,30,1,14,1,15,1,16,2,17,2,17,3,18,3,18,4,19,5,20,5,20,7,22,1,9,1,10,3,12,4,13,5,14,7,16,7,16,8,17
1469727511,1,18,2,19,3,20,5,22,6,23,7,24,8,25,9,26,9,27,11,28,11,29,12,30,1,14,1,15,1,16,1,16,2,17,2,17,3,18,4,19,4,20,5,20,7,22,1,9,1,10,3,12,4,13,5,14,7,16,7,16,8,16
1469727521,1,17,2,19,3,20,5,22,6,23,7,24,8,25,9,26,9,27,11,28,11,28,12,29,1,14,1,15,1,16,2,16,2,17,3,18,3,18,4,19,5,20,5,20,7,22,1,9,1,11,3,12,4,13,5,14,6,16,7,17,7,17
1469727531,1,17,1,18,3,20,5,22,6,23,7,24,7,25,9,26,9,26,10,28,11,28,12,29,1,14,1,15,1,16,2,16,2,17,3,17,3,18,4,19,5,19,5,20,7,22,1,9,1,10,3,12,4,13,5,14,6,16,7,16,7,17
1469727541,1,17,1,18,3,20,5,22,6,23,7,24,7,25,9,26,9,27,10,28,11,28,12,29,1,14,1,15,1,16,1,16,2,17,2,17,3,18,4,19,4,20,5,20,7,22,1,9,1,10,3,12,4,13,5,14,6,15,7,16,7,16
1469727551,1,17,1,18,2,20,4,22,6,23,7,24,7,24,8,26,9,26,10,27,11,28,12,29,1,14,1,15,1,16,2,16,2,17,3,17,3,18,4,19,5,19,5,20,7,22,1,9,1,11,3,12,4,13,5,14,6,16,7,17,7,17
1469727561,1,17,1,18,2,20,4,21,6,23,7,24,7,24,8,26,9,26,10,27,11,28,12,29,1,14,1,14,1,16,2,16,2,16,3,17,3,18,4,18,5,19,5,20,7,22,9,24,1,10,3,12,4,13,5,14,6,16,7,16,7,17
1469727571,1,17,1,18,2,19,4,21,6,23,6,24,7,24,8,25,9,26,10,27,11,28,12,29,1,14,1,15,1,16,1,16,2,17,2,17,3,18,4,18,4,19,5,20,7,22,9,24,1,10,3,12,4,13,4,14,6,15,7,16,7,16
1469727581,1,17,1,18,2,19,4,21,6,23,6,23,7,24,8,25,9,26,10,27,11,28,12,29,1,14,1,14,1,15,1,16,2,16,2,17,3,17,3,18,4,19,5,20,7,22,8,23,1,10,2,12,4,13,4,14,6,15,7,16,7,16
1469727591,1,17,1,18,2,19,4,21,5,23,6,23,7,24,8,25,9,26,10,27,11,28,12,29,1,14,1,14,1,15,2,16,2,16,3,17,3,17,4,18,5,19,5,20,7,21,9,23,1,10,2,12,3,13,4,14,6,16,6,16,7,17
1469727601,1,17,1,18,2,19,4,21,5,22,6,23,7,24,8,25,9,26,10,27,10,28,11,29,1,13,1,14,1,15,1,16,2,16,2,17,3,17,4,18,4,19,5,19,7,21,9,23,1,10,2,12,3,13,4,14,6,15,6,16,6,16
1469727611,1,16,1,18,2,19,4,21,5,22,6,23,7,24,8,25,9,26,10,27,11,27,12,28,1,14,1,14,1,15,1,16,2,16,2,17,3,17,3,18,4,19,5,20,7,21,9,23,1,10,2,12,3,13,4,14,5,15,6,16,6,16
1469727621,1,16,1,18,2,19,4,21,5,22,6,23,7,24,8,25,9,26,10,27,10,27,11,28,1,13,1,14,1,15,2,16,2,16,3,17,3,17,4,18,5,19,5,19,7,21,9,23,1,10,2,12,3,13,4,14,5,16,6,16,6,17
1469727631,1,16,1,17,2,19,4,21,5,22,6,23,7,24,8,25,8,25,9,26,10,27,11,28,1,13,1,14,1,15,1,15,2,16,2,16,3,17,4,18,4,19,5,19,7,21,9,23,1,10,2,12,3,13,4,14,5,15,6,16,6,16
1469727641,1,16,1,17,2,18,4,20,5,22,6,23,7,23,8,24,8,25,9,26,10,27,11,28,1,13,1,14,1,15,1,15,2,16,2,16,3,17,3,18,4,19,5,19,7,21,9,23,1,10,2,12,3,13,4,14,5,15,6,16,6,16
1469727651,1,16,1,17,2,18,4,20,5,22,6,23,6,23,7,24,8,25,9,26,10,27,11,28,1,13,1,14,1,15,2,15,2,16,3,16,3,17,4,18,5,18,5,19,7,21,9,23,1,10,1,12,2,13,3,14,5,16,6,16,6,17
1469727661,1,16,1,17,1,18,3,20,5,22,6,22,6,23,7,24,8,25,9,26,10,27,11,28,1,13,1,14,1,15,1,15,2,16,2,16,3,17,4,17,4,18,5,19,7,21,9,23,1,10,1,12,2,13,3,14,5,15,5,16,6,16
1469727671,16,26,1,17,1,18,3,20,5,21,6,22,6,23,7,24,8,25,9,26,10,27,11,28,1,13,1,14,1,15,1,15,2,15,2,16,3,17,4,17,4,18,5,19,7,21,9,23,1,10,1,12,2,13,3,14,4,15,5,16,5,16
1469727681,15,26,1,17,1,18,3,20,5,21,5,22,6,23,7,24,8,25,9,26,10,26,11,28,1,13,1,13,1,14,2,15,2,15,3,16,3,16,4,17,5,18,5,19,7,21,9,22,10,24,1,12,2,13,3,14,4,16,5,16,5,17
1469727691,15,26,1,16,1,18,3,20,5,21,5,22,6,23,7,24,8,24,9,26,10,26,11,27,1,13,1,13,1,14,2,15,2,15,2,16,3,16,4,17,4,18,5,19,7,21,9,22,10,24,1,12,2,13,3,14,4,15,5,16,5,16
1469727701,15,26,1,16,1,17,3,19,4,21,5,22,6,22,7,24,8,24,9,25,9,26,11,27,1,13,1,13,1,14,1,15,2,15,2,16,3,16,4,17,4,18,5,19,7,20,9,22,10,24,1,12,2,13,2,14,4,15,5,16,5,16
1469727711,15,26,1,16,1,17,3,19,4,21,5,22,6,22,7,23,8,24,9,25,9,26,10,27,1,12,1,13,1,14,2,15,2,15,3,16,3,16,4,17,5,18,5,18,7,20,9,22,10,24,1,12,1,13,2,14,4,16,5,16,5,17
1469727721,15,26,1,16,1,17,3,19,4,21,5,22,6,22,7,23,8,24,9,25,9,26,10,27,1,12,1,13,1,14,2,15,2,15,2,16,3,16,4,17,4,18,5,18,7,20,9,22,10,24,1,12,1,13,2,14,4,15,4,16,5,16
1469727731,15,26,1,16,1,17,3,19,4,20,5,21,6,22,7,23,7,24,8,25,9,26,10,27,1,12,1,13,1,14,1,14,2,15,2,15,3,16,4,17,4,18,5,18,7,20,9,22,10,24,1,12,1,13,2,14,3,15,4,16,4,16
1469727741,15,26,1,16,1,17,2,19,4,20,5,21,5,22,6,23,7,24,8,25,9,26,10,27,1,12,1,13,1,14,2,14,2,15,3,15,3,16,4,17,5,17,5,18,7,20,9,22,10,23,1,12,1,13,2,14,4,16,4,16,4,17
1469727751,14,26,1,16,1,17,2,19,4,20,5,21,5,22,6,23,7,24,8,25,9,25,10,27,1,12,1,13,1,14,2,14,2,14,3,15,3,16,4,16,4,17,5,18,7,20,9,22,10,23,1,12,1,13,2,14,3,15,4,16,4,16
1469727761,14,26,15,27,1,17,2,19,4,20,4,21,5,22,6,23,7,24,8,25,9,25,10,26,1,12,1,12,1,14,1,14,2,14,2,15,3,16,4,16,4,17,5,18,7,20,9,22,10,23,1,12,1,13,2,14,3,15,4,16,4,16
1469727771,14,26,16,28,1,17,2,19,3,20,4,21,5,22,6,23,7,24,8,25,9,25,10,27,1,12,1,12,1,13,2,14,2,14,3,15,3,15,4,16,5,17,5,18,7,19,9,21,10,23,1,12,1,13,2,14,3,16,4,16,4,17
1469727781,14,26,15,27,1,17,2,19,3,20,4,21,5,22,6,23,7,23,8,25,8,25,10,26,1,12,1,12,1,13,2,14,2,14,3,15,3,15,4,16,4,17,5,18,7,19,9,21,10,23,1,12,1,13,2,14,3,15,4,16,4,16
1469727791,14,26,15,27,1,16,2,18,3,20,4,21,5,21,6,22,6,23,8,24,8,25,9,26,1,11,1,12,1,13,1,14,2,14,2,15,3,15,4,16,4,17,5,17,7,19,9,21,10,23,1,12,1,13,2,14,3,15,4,16,4,16
1469727801,14,27,15,28,1,17,1,19,3,20,4,21,4,21,6,23,6,23,7,24,8,25,9,26,1,11,1,12,1,13,2,13,2,14,3,14,3,15,4,16,5,17,5,17,7,19,9,21,10,23,1,12,1,13,2,14,3,16,4,16,4,17
1469727811,14,26,15,28,16,29,1,18,3,20,4,21,4,21,5,22,6,23,7,24,8,25,9,26,1,11,1,12,1,13,2,13,2,14,3,14,3,15,4,16,5,16,5,17,7,19,9,21,10,23,1,12,1,13,2,14,3,16,4,16,4,16
1469727821,14,26,15,27,16,29,1,18,3,20,4,21,4,21,5,22,6,23,7,24,8,25,9,26,1,11,1,12,1,13,1,13,2,14,2,14,3,15,4,15,4,16,5,17,7,19,9,21,10,22,1,12,1,13,1,14,3,15,4,16,4,16
1469727831,14,27,15,28,16,29,1,18,2,20,3,21,4,21,5,22,6,23,7,24,8,25,9,26,1,11,1,11,1,12,2,13,2,13,3,14,3,14,4,15,5,16,5,17,7,19,9,21,10,22,1,12,1,14,2,14,3,16,4,17,4,17
1469727841,14,26,15,28,16,29,1,18,2,20,3,21,4,21,5,22,6,23,7,24,7,25,9,26,1,11,1,11,1,12,2,13,2,13,3,14,3,14,4,15,5,16,5,17,7,18,9,20,10,22,1,12,1,13,2,14,3,16,4,16,4,17
1469727851,14,26,15,27,16,29,1,18,2,19,3,20,4,21,5,22,6,23,7,24,7,25,8,26,1,10,1,11,1,12,1,13,2,13,2,14,3,14,4,15,4,16,5,16,7,18,9,20,10,22,1,12,1,13,1,14,3,15,4,16,4,16
1469727861,13,27,15,28,16,29,1,18,2,19,3,20,3,21,5,22,5,23,6,24,7,24,8,26,1,10,1,11,1,12,2,12,2,13,3,14,3,14,4,15,5,16,5,16,7,18,9,20,11,22,1,12,1,14,1,14,3,16,3,17,4,17
1469727871,14,26,15,28,16,29,1,18,2,19,3,20,3,21,4,22,5,23,6,24,7,25,8,26,1,10,1,11,1,12,2,12,2,13,3,13,3,14,4,15,5,15,5,16,7,18,9,20,10,22,1,12,1,13,1,14,3,16,3,16,4,17
1469727881,13,26,15,27,16,29,1,18,2,19,3,20,3,21,4,22,5,23,6,24,7,24,8,25,1,10,1,11,1,12,1,12,2,13,2,13,3,14,4,14,4,15,5,16,7,18,9,20,10,21,1,12,1,13,1,14,3,16,3,16,3,16
1469727891,13,26,14,27,16,29,1,18,1,19,2,20,3,21,4,22,5,22,6,24,7,24,8,25,1,10,1,10,1,11,1,12,2,12,2,13,3,13,3,14,4,15,5,16,7,18,8,20,10,21,1,12,1,13,1,14,2,15,3,16,3,16
1469727901,13,26,14,28,16,29,1,18,1,19,2,20,3,21,4,22,5,22,6,24,6,24,8,25,1,10,1,10,1,11,2,12,2,12,3,13,3,13,4,14,5,15,5,16,7,17,9,19,10,21,12,23,1,13,1,14,2,16,3,16,3,17
1469727911,13,26,14,28,16,29,1,18,1,19,2,20,3,21,4,22,4,22,6,24,6,24,7,25,1,9,1,10,1,11,1,12,2,12,2,13,3,13,4,14,4,15,5,15,7,17,9,19,10,21,12,23,1,13,1,14,2,16,3,16,3,16
1469727921,13,27,14,28,16,29,1,17,1,19,2,20,2,20,4,21,4,22,5,23,6,24,7,25,1,9,1,10,1,11,2,11,2,12,3,13,3,13,4,14,5,15,5,15,7,17,9,19,11,21,13,23,1,14,1,14,2,16,3,17,3,17
1469727931,13,27,14,28,15,29,17,31,1,19,2,20,2,20,3,21,4,22,5,23,6,24,7,25,1,9,1,10,1,11,2,11,2,12,3,12,3,13,4,14,5,15,5,15,7,17,9,19,10,21,12,23,1,13,1,14,2,16,3,17,3,17
1469727941,13,26,14,28,15,29,17,31,1,19,2,20,2,20,3,21,4,22,5,23,6,24,7,25,1,9,1,10,1,11,1,11,2,12,2,12,3,13,4,13,4,14,5,15,7,17,9,19,10,20,12,23,1,13,1,14,2,16,3,16,3,17
1469727951,13,27,14,28,15,29,17,31,1,19,1,19,2,20,3,21,4,22,5,23,6,24,7,25,1,9,1,9,1,11,2,11,2,11,3,12,3,13,4,13,5,14,5,15,7,17,9,19,11,20,13,22,1,14,1,14,2,16,3,17,3,17
1469727961,13,27,14,28,15,29,17,31,1,18,1,19,2,20,3,21,4,22,5,23,5,24,7,25,1,9,1,9,1,10,2,11,2,11,3,12,3,12,4,13,5,14,5,15,7,17,9,18,10,20,12,22,1,14,1,14,2,16,2,17,3,17
1469727971,12,26,14,28,15,29,17,31,1,18,1,19,2,20,3,21,4,22,5,23,5,23,6,25,1,8,1,9,1,10,1,11,2,11,2,12,3,12,4,13,4,14,5,15,7,16,9,18,10,20,12,22,13,23,1,14,1,16,2,16,2,17
1469727981,12,26,14,27,15,29,17,31,1,18,1,19,1,20,3,21,3,22,4,23,5,23,6,24,1,8,1,9,1,10,1,10,2,11,2,12,3,12,3,13,4,14,5,14,7,16,8,18,10,20,12,22,13,23,1,14,1,15,2,16,2,16
1469727991,12,27,13,28,15,29,17,31,1,18,1,19,1,20,2,21,3,21,4,22,5,23,6,24,1,8,1,9,1,10,2,10,2,11,3,11,3,12,4,13,5,14,5,14,7,16,9,18,10,20,12,22,14,23,1,14,1,16,2,17,2,17
1469728001,12,26,13,28,14,29,16,31,1,18,1,19,1,19,2,20,3,21,4,22,5,23,6,24,1,8,1,9,1,10,1,10,2,11,2,11,3,12,4,13,4,13,5,14,7,16,9,18,10,20,12,22,13,23,14,24,1,16,2,16,2,17
1469728011,12,26,13,27,14,29,16,31,1,18,1,19,1,19,2,20,3,21,4,22,5,23,6,24,1,8,1,9,1,10,1,10,2,10,2,11,3,12,3,12,4,13,5,14,7,16,8,18,10,19,12,21,13,23,14,23,1,15,2,16,2,16
1469728021,12,27,13,28,14,29,16,31,18,32,1,18,1,19,2,20,3,21,4,22,5,23,6,24,1,8,1,8,1,9,2,10,2,10,3,11,3,11,4,12,5,13,5,14,7,16,9,18,10,19,12,21,14,23,14,23,1,16,1,17,2,17
1469728031,11,26,13,28,14,29,16,31,17,32,1,18,1,19,2,20,3,21,4,22,4,22,6,24,1,8,1,8,1,9,1,10,2,10,2,11,3,11,4,12,4,13,5,14,7,15,9,17,10,19,12,21,13,22,14,23,1,16,1,16,1,17
1469728041,11,26,12,27,14,29,16,31,17,32,1,18,1,19,2,20,2,20,4,22,4,22,5,23,1,7,1,8,1,9,1,10,2,10,2,11,3,11,3,12,4,13,5,13,7,15,9,17,10,19,12,21,13,22,14,23,1,16,1,16,1,16
1469728051,11,27,12,28,13,29,15,31,17,32,1,18,1,18,2,19,2,20,3,21,4,22,5,23,1,7,1,8,1,9,2,9,2,10,3,11,3,11,4,12,5,13,5,13,7,15,9,17,10,19,12,21,14,22,14,23,16,24,1,17,1,17
1469728061,11,26,12,28,13,29,15,31,17,32,1,18,1,18,1,19,2,20,3,21,4,22,5,23,1,7,1,8,1,9,1,9,2,10,2,10,3,11,4,12,4,13,5,13,7,15,9,17,10,19,12,21,13,22,14,23,16,24,1,16,1,17
1469728071,10,26,12,27,13,29,15,31,16,32,1,17,1,18,1,19,2,20,3,21,4,22,5,23,1,7,1,8,1,9,1,9,2,10,2,10,3,11,3,12,4,12,5,13,7,15,8,17,10,18,12,21,13,22,14,23,15,24,1,16,1,16
1469728081,10,26,11,28,13,29,15,31,16,32,1,17,1,18,1,19,2,20,3,21,4,21,5,23,1,7,1,7,1,9,1,9,2,9,2,10,3,11,4,11,4,12,5,13,7,15,9,17,10,18,12,20,13,22,14,22,16,24,1,16,1,17
1469728091,10,26,11,28,12,29,14,31,16,32,1,17,1,17,1,18,2,19,3,20,4,21,5,22,1,7,1,7,1,9,1,9,2,9,2,10,3,11,3,11,4,12,5,13,7,15,9,17,10,18,12,20,13,22,14,22,15,24,16,25,16,25
1469728101,10,26,11,27,12,29,14,31,16,32,1,17,1,17,1,18,2,19,3,20,4,21,5,22,1,7,1,7,1,8,1,9,1,9,2,10,3,10,3,11,4,12,5,13,6,15,8,16,10,18,12,20,13,21,14,22,15,24,16,24,16,25
1469728111,10,26,11,28,12,29,14,31,16,32,1,16,1,17,1,18,2,19,3,20,3,21,4,22,1,6,1,7,1,8,1,9,2,9,2,10,3,10,4,11,4,12,5,12,7,14,9,16,10,18,12,20,13,21,14,22,16,24,16,24,16,24
1469728121,9,26,11,27,12,29,14,31,15,32,1,16,1,17,1,18,2,19,3,20,4,21,5,22,1,7,1,7,1,8,1,9,2,9,2,10,3,10,3,11,4,12,5,13,7,14,8,16,10,18,12,20,13,21,14,22,15,24,16,24,16,24
1469728131,9,26,10,28,12,29,14,31,15,32,1,16,1,17,1,18,2,19,3,20,3,20,4,21,6,24,1,7,1,8,1,9,2,9,2,10,3,10,3,11,4,12,5,12,7,14,9,16,10,18,12,20,13,21,14,22,16,23,16,24,16,24
1469728141,9,26,10,27,11,29,13,31,15,32,16,33,1,16,1,18,2,18,3,19,3,20,4,21,6,23,1,7,1,8,1,9,1,9,2,10,3,10,3,11,4,12,5,12,7,14,8,16,10,18,12,20,13,21,14,22,15,23,16,24,16,24
1469728151,9,26,10,28,11,29,13,31,15,32,16,33,1,16,1,17,1,18,3,19,3,20,4,21,6,23,1,7,1,8,1,9,2,9,2,10,3,10,3,11,4,12,5,12,7,14,9,16,10,18,12,20,13,21,14,22,15,23,16,24,16,24
1469728161,9,26,10,27,11,29,13,31,15,32,15,33,16,33,1,17,1,18,2,19,3,20,4,21,6,23,1,7,1,8,1,8,1,9,2,9,2,10,3,11,4,12,5,12,6,14,8,16,10,18,12,20,13,21,14,22,15,23,16,24,16,24
1469728171,8,26,10,27,11,28,13,30,14,32,15,33,16,33,1,17,1,18,2,19,3,20,4,21,6,23,1,7,1,8,1,8,1,9,2,9,2,10,3,11,4,11,5,12,6,14,8,16,10,17,12,20,13,21,14,22,15,23,16,24,16,24
1469728181,8,26,9,27,11,29,13,31,14,32,15,33,16,33,1,17,1,18,2,19,3,19,4,21,6,23,1,7,1,8,1,8,1,8,2,9,2,10,3,10,4,11,5,12,6,14,8,16,10,17,12,19,13,21,14,21,15,23,16,24,16,24
1469728191,8,26,9,27,11,28,13,30,14,32,15,33,16,33,1,17,1,17,2,19,3,19,4,20,6,22,6,23,1,7,1,8,1,8,2,9,2,9,3,10,4,11,4,12,6,14,8,16,10,17,12,19,13,20,14,21,15,23,16,23,16,24
1469728201,8,26,9,27,10,28,12,30,14,32,15,33,15,33,1,16,1,17,2,18,2,19,4,20,6,22,6,23,1,7,1,8,1,8,2,9,2,9,3,10,4,11,4,12,6,14,8,15,10,17,12,19,13,20,14,21,15,23,16,23,16,24
1469728211,8,26,9,27,10,28,12,30,14,32,15,32,15,33,1,16,1,17,2,18,2,19,3,20,5,22,6,23,1,7,1,8,1,8,1,9,2,9,3,10,4,11,4,11,6,13,8,15,10,17,11,19,13,20,14,21,15,22,16,23,16,23
1469728221,7,26,9,27,10,28,12,30,13,31,14,32,15,33,16,34,1,17,1,18,2,19,3,20,5,22,6,23,1,7,1,7,1,8,1,9,2,9,3,10,3,11,4,11,6,13,8,15,9,17,11,19,13,20,13,21,15,22,16,23,16,23
1469728231,7,26,9,27,10,28,12,30,13,31,14,32,15,33,16,34,1,17,1,18,2,19,3,20,5,22,6,22,7,23,1,7,1,8,1,8,1,9,2,10,3,10,4,11,6,13,8,15,9,16,11,19,12,20,13,21,15,22,15,23,16,23
1469728241,7,25,8,27,10,28,12,30,13,31,14,32,15,33,16,34,1,17,1,18,1,18,3,19,5,22,5,22,7,23,1,7,1,7,1,8,1,9,2,9,3,10,4,11,5,13,7,15,9,16,11,18,12,20,13,20,14,22,15,23,15,23
1469728251,7,25,8,26,9,28,11,30,13,31,14,32,14,33,16,34,16,35,1,17,1,18,2,19,4,21,5,22,6,23,1,7,1,7,1,8,1,8,2,9,3,10,3,11,5,12,7,14,9,16,11,18,12,19,13,20,14,22,15,22,15,23
1469728261,7,25,8,26,9,28,11,30,13,31,14,32,14,33,15,34,16,34,1,17,1,18,2,19,4,21,5,22,6,23,7,23,1,7,1,8,1,8,2,9,3,10,3,10,5,12,7,14,9,16,11,18,12,19,13,20,14,21,15,22,15,22
1469728271,7,25,8,26,9,27,11,29,13,31,14,32,14,32,15,33,16,34,1,17,1,18,2,19,4,21,5,22,6,23,6,23,1,7,1,7,1,8,1,9,2,9,3,10,5,12,7,14,8,16,11,18,12,19,13,20,14,21,15,22,15,22
1469728281,6,25,8,26,9,27,11,29,12,31,13,32,14,32,15,33,16,34,1,17,1,18,2,19,4,21,4,21,6,23,6,23,6,23,1,7,1,8,1,8,2,9,3,10,5,12,7,14,8,15,10,18,12,19,12,20,14,21,15,22,15,22
1469728291,6,25,8,26,9,27,11,29,12,31,13,32,14,32,15,33,16,34,17,35,1,17,1,19,3,21,4,21,5,22,6,23,6,23,1,7,1,7,1,8,2,9,3,10,5,11,6,13,8,15,10,17,11,18,12,19,14,21,14,21,15,22
1469728301,6,25,7,26,9,27,11,29,12,30,13,31,14,32,15,33,15,34,17,35,1,17,1,18,3,20,4,21,5,22,6,23,6,23,1,7,1,7,1,8,2,9,2,9,4,11,6,13,8,15,10,17,11,18,12,19,13,21,14,21,14,21
1469728311,6,24,7,26,8,27,10,29,12,30,13,31,13,32,15,33,15,34,16,35,1,17,1,18,3,20,4,21,5,22,5,22,6,23,1,6,1,7,1,8,2,9,2,9,4,11,6,13,8,15,10,17,11,18,12,19,13,20,14,21,14,21
1469728321,6,24,7,25,8,27,10,29,12,30,13,31,13,32,14,33,15,34,16,35,1,17,1,18,3,20,4,21,5,22,5,22,6,23,1,6,1,7,1,8,2,8,2,9,4,11,6,13,8,15,10,17,11,18,12,19,13,20,14,21,14,21
1469728331,6,24,7,25,8,27,10,29,12,30,12,31,13,32,14,33,15,33,16,35,1,17,1,18,3,20,4,21,5,22,5,22,5,23,1,6,1,7,1,7,2,8,2,9,4,11,6,13,8,14,10,17,11,18,12,19,13,20,14,21,14,21
1469728341,5,24,7,25,8,27,10,29,11,30,12,31,13,31,14,33,15,33,16,34,1,17,1,18,3,20,3,20,4,21,5,22,5,22,6,23,1,6,1,7,1,8,2,9,4,11,6,13,8,14,10,16,11,18,12,18,13,20,14,21,14,21
1469728351,5,24,7,25,8,26,10,28,11,30,12,31,13,31,14,32,15,33,16,34,1,16,1,18,3,20,3,20,4,21,5,22,5,22,6,23,1,6,1,7,1,8,2,9,4,11,6,13,7,14,9,16,11,18,11,18,13,20,14,21,14,21
1469728361,5,24,6,25,8,26,10,28,11,30,12,31,13,31,14,32,14,33,16,34,16,35,1,17,3,19,3,20,4,21,5,22,5,22,6,23,1,6,1,7,1,8,2,9,4,10,6,12,7,14,9,16,10,17,11,18,13,20,13,20,14,21
1469728371,5,24,6,25,7,26,9,28,11,30,12,30,12,31,14,32,14,33,15,34,16,35,1,17,2,19,3,20,4,21,5,21,5,22,6,23,6,23,1,7,1,8,2,8,3,10,5,12,7,14,9,16,10,17,11,18,13,19,13,20,13,20
1469728381,5,23,6,25,7,26,9,28,11,29,12,30,12,31,13,32,14,33,15,34,16,34,1,17,2,19,3,20,4,21,4,21,5,22,6,22,6,23,1,7,1,8,1,8,3,10,5,12,7,14,9,16,10,17,11,18,12,19,13,20,13,20
1469728391,5,23,6,25,7,26,9,28,11,29,11,30,12,31,13,32,14,33,15,34,16,34,1,17,2,19,3,20,4,21,4,21,5,22,5,22,6,23,1,7,1,7,1,8,3,10,5,12,7,14,9,16,10,17,11,18,12,19,13,20,13,20
1469728401,4,23,6,24,7,26,9,28,10,29,11,30,12,31,13,32,14,32,15,33,16,34,1,17,2,19,3,19,4,20,4,21,5,21,5,22,6,23,1,6,1,7,1,8,3,10,5,12,7,13,9,16,10,17,11,18,12,19,13,20,13,20
1469728411,4,23,6,24,7,25,9,27,10,29,11,30,12,30,13,32,14,32,15,33,15,34,1,17,2,19,3,19,4,20,4,21,4,21,5,22,6,22,1,6,1,7,1,8,3,10,5,12,6,13,9,15,10,17,11,17,12,19,13,20,13,20
1469728421,4,23,5,24,7,25,9,27,10,29,11,30,12,30,13,31,13,32,14,33,15,34,1,16,2,18,2,19,3,20,4,21,4,21,5,22,5,22,6,23,1,7,1,8,3,10,5,12,6,13,8,15,10,16,10,17,12,19,13,19,13,20
1469728431,4,23,5,24,6,25,8,27,10,29,11,30,11,30,13,31,13,32,14,33,15,34,1,16,2,18,2,19,3,20,4,20,4,21,5,22,5,22,6,23,1,7,1,8,2,9,4,11,6,13,8,15,9,16,10,17,12,19,12,19,13,19
1469728441,4,23,5,24,6,25,8,27,10,28,11,29,11,30,12,31,13,32,14,33,15,34,1,16,1,18,2,19,3,20,4,20,4,21,5,21,5,22,6,23,1,7,1,7,2,9,4,11,6,13,8,15,9,16,10,17,11,18,12,19,12,19
1469728451,4,22,5,24,6,25,8,27,10,28,10,29,11,30,12,31,13,32,14,33,15,34,1,16,1,18,2,19,3,20,3,20,4,21,4,21,5,22,6,23,1,7,1,7,2,9,4,11,6,13,8,15,9,16,10,17,11,18,12,19,12,19
1469728461,3,22,5,23,6,25,8,27,9,28,10,29,11,30,12,31,13,32,14,33,15,33,1,16,1,18,2,18,3,19,3,20,4,20,4,21,5,22,6,22,1,6,1,7,2,9,4,11,6,13,8,15,9,16,10,17,11,18,12,19,12,19
1469728471,3,22,5,23,6,25,8,27,9,28,10,29,11,30,12,31,13,31,14,33,14,33,16,34,1,18,2,18,3,19,3,20,3,20,4,21,5,21,5,22,1,6,1,7,2,9,4,11,6,12,8,15,9,16,10,17,11,18,12,19,12,19
1469728481,3,22,4,23,6,24,8,26,9,28,10,29,11,29,12,31,12,31,13,32,14,33,15,34,1,17,1,18,2,19,3,20,3,20,4,21,4,21,5,22,1,6,1,7,2,9,4,11,5,12,8,14,9,16,10,16,11,18,12,18,12,19
1469728491,3,22,4,23,5,24,7,26,9,28,10,29,10,29,12,30,12,31,13,32,14,33,15,34,1,17,1,18,2,19,3,19,3,20,4,21,4,21,5,22,6,23,1,7,2,8,4,10,5,12,7,14,9,15,9,16,11,18,12,18,12,18
1469728501,3,22,4,23,5,24,7,26,9,28,10,29,10,29,11,30,12,31,13,32,14,33,15,34,1,17,1,18,2,19,3,19,3,20,4,20,4,21,5,22,6,23,1,6,2,8,4,10,5,12,7,14,8,15,9,16,11,17,11,18,12,18
1469728511,3,22,4,23,5,24,7,26,9,27,9,28,10,29,11,30,12,31,13,32,14,33,15,34,1,17,1,18,2,19,2,19,3,20,4,20,4,21,5,22,6,22,1,6,1,8,3,10,5,12,7,14,8,15,9,16,11,17,11,18,11,18
